locus_tag	ftype	length_bp	gene	EC_number	COG	product
DHLAKHBD_02332	CDS	1113	sacA	5.1.3.14		UDP-N-acetylglucosamine 2-epimerase
DHLAKHBD_02333	CDS	1272				hypothetical protein
DHLAKHBD_02334	CDS	204				hypothetical protein
DHLAKHBD_02335	CDS	1071	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
DHLAKHBD_02336	CDS	513	psaF			Photosystem I reaction center subunit III
DHLAKHBD_02337	CDS	123	psaJ			Photosystem I reaction center subunit IX
DHLAKHBD_02338	CDS	570	gmk	2.7.4.8	COG0194	Guanylate kinase
DHLAKHBD_02339	CDS	1719	rqcH		COG1293	Rqc2 RqcH
DHLAKHBD_02340	CDS	741	tatC		COG0805	Sec-independent protein translocase protein TatC
DHLAKHBD_02341	CDS	120				hypothetical protein
DHLAKHBD_02342	CDS	537	petC	7.1.1.6		Cytochrome b6-f complex iron-sulfur subunit
DHLAKHBD_02343	CDS	1035	petA			Cytochrome f
DHLAKHBD_02344	CDS	915	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
DHLAKHBD_02345	CDS	756	cbiF	2.1.1.271	COG2875	Cobalt-precorrin-4 C(11)-methyltransferase
DHLAKHBD_02346	tRNA	72				tRNA-Val(cac)
DHLAKHBD_02347	CDS	711				hypothetical protein
DHLAKHBD_02348	CDS	1665	ppx	3.6.1.11	COG0248	Exopolyphosphatase
DHLAKHBD_02349	CDS	894	plqA	2.5.1.39		4-hydroxybenzoate solanesyltransferase
DHLAKHBD_02350	CDS	900	ykfA_2	3.4.16.-	COG1619	putative murein peptide carboxypeptidase
DHLAKHBD_02351	CDS	717	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
DHLAKHBD_02352	CDS	840				hypothetical protein
DHLAKHBD_02353	CDS	1080	kefC			Glutathione-regulated potassium-efflux system protein KefC
DHLAKHBD_02354	CDS	789	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase
DHLAKHBD_02355	CDS	177				hypothetical protein
DHLAKHBD_02356	CDS	1656	groL2			60 kDa chaperonin 2
DHLAKHBD_02357	CDS	693	nanE	5.1.3.9		Putative N-acetylmannosamine-6-phosphate 2-epimerase
DHLAKHBD_02358	CDS	246				hypothetical protein
DHLAKHBD_02359	CDS	855				hypothetical protein
DHLAKHBD_02360	CDS	1008	drrA	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
DHLAKHBD_02361	CDS	1002	ctaB	2.5.1.141	COG0109	Protoheme IX farnesyltransferase
DHLAKHBD_02362	CDS	921	ctaA	1.3.-.-		Heme A synthase
DHLAKHBD_02363	CDS	825	ctaC	1.9.3.1	COG1622	Cytochrome c oxidase subunit 2
DHLAKHBD_02364	CDS	1677	ctaD	1.9.3.1	COG0843	putative cytochrome c oxidase subunit 1
DHLAKHBD_02365	CDS	624	ctaE	1.9.3.1	COG1845	Cytochrome c oxidase subunit 3
DHLAKHBD_02366	CDS	366				hypothetical protein
DHLAKHBD_02367	CDS	591				hypothetical protein
DHLAKHBD_02368	CDS	663	ribE	2.5.1.9	COG0307	Riboflavin synthase
DHLAKHBD_02369	CDS	579			COG1259	putative protein
DHLAKHBD_02370	CDS	1134				hypothetical protein
DHLAKHBD_02371	CDS	1020				hypothetical protein
DHLAKHBD_02372	CDS	1212				hypothetical protein
DHLAKHBD_02373	CDS	606				hypothetical protein
DHLAKHBD_02374	CDS	477				hypothetical protein
DHLAKHBD_02375	CDS	2751	topA	5.6.2.1	COG0550	DNA topoisomerase 1
DHLAKHBD_02376	CDS	1572	ndhB	7.1.1.-	COG1007	NAD(P)H-quinone oxidoreductase subunit 2
DHLAKHBD_02377	CDS	705	yknY	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
DHLAKHBD_02378	CDS	417	rpfC	2.7.13.3	COG0642	Sensory/regulatory protein RpfC
DHLAKHBD_02379	CDS	723	mprA_3		COG0745	Response regulator MprA
DHLAKHBD_02380	CDS	231				hypothetical protein
DHLAKHBD_02381	CDS	972				hypothetical protein
DHLAKHBD_02382	CDS	759	birA	6.3.4.15		Bifunctional ligase/repressor BirA
DHLAKHBD_02383	CDS	1197	dapL_2	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
DHLAKHBD_02384	CDS	804			COG1842	Phage shock protein A 
DHLAKHBD_02385	CDS	543				hypothetical protein
DHLAKHBD_02386	CDS	1842	arnT	2.4.2.43		Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
DHLAKHBD_02387	CDS	933				hypothetical protein
DHLAKHBD_02388	CDS	813				hypothetical protein
DHLAKHBD_02389	CDS	387	aroH	5.4.99.5	COG4401	Chorismate mutase AroH
DHLAKHBD_02390	CDS	591				hypothetical protein
DHLAKHBD_02391	CDS	138				hypothetical protein
DHLAKHBD_02392	CDS	369	rnpA	3.1.26.5		Ribonuclease P protein component
DHLAKHBD_02393	CDS	408				hypothetical protein
DHLAKHBD_02394	CDS	1137	yidC			Membrane protein insertase YidC
DHLAKHBD_02395	CDS	531				hypothetical protein
DHLAKHBD_02396	CDS	1491	ftsH	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
DHLAKHBD_02397	CDS	1278	serS	6.1.1.11	COG0172	Serine--tRNA ligase
DHLAKHBD_02398	CDS	1083	mmpA	3.4.24.-	COG0750	Metalloprotease MmpA
DHLAKHBD_02399	CDS	288	rpsN		COG0199	30S ribosomal protein S14
DHLAKHBD_02400	CDS	2172	pnp_2	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
DHLAKHBD_02401	CDS	918	cysQ_3	3.1.3.7		3'(2'),5'-bisphosphate nucleotidase CysQ
DHLAKHBD_02402	CDS	870	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
DHLAKHBD_02403	CDS	228				hypothetical protein
DHLAKHBD_02404	CDS	825				hypothetical protein
DHLAKHBD_02405	tRNA	76				tRNA-Arg(tct)
DHLAKHBD_02406	CDS	1050				hypothetical protein
DHLAKHBD_02407	CDS	210				hypothetical protein
DHLAKHBD_02408	CDS	273				hypothetical protein
DHLAKHBD_02409	CDS	183				hypothetical protein
DHLAKHBD_02410	CDS	333				hypothetical protein
DHLAKHBD_02411	CDS	753				hypothetical protein
DHLAKHBD_02412	CDS	192				hypothetical protein
DHLAKHBD_02413	CDS	210				hypothetical protein
DHLAKHBD_02414	CDS	180				hypothetical protein
DHLAKHBD_02415	CDS	348				hypothetical protein
DHLAKHBD_02416	CDS	615				hypothetical protein
DHLAKHBD_02417	CDS	177				hypothetical protein
DHLAKHBD_02418	CDS	261				hypothetical protein
DHLAKHBD_02419	CDS	201				hypothetical protein
DHLAKHBD_02420	CDS	1704	selO_2	2.7.7.-	COG0397	Protein adenylyltransferase SelO
DHLAKHBD_02421	CDS	477				hypothetical protein
DHLAKHBD_02422	CDS	204				hypothetical protein
DHLAKHBD_02423	CDS	198				hypothetical protein
DHLAKHBD_02424	CDS	921	gluQ	6.1.1.-	COG0008	Glutamyl-Q tRNA(Asp) synthetase
DHLAKHBD_02425	CDS	276	hup		COG0776	DNA-binding protein HU
DHLAKHBD_02426	CDS	657				hypothetical protein
DHLAKHBD_02427	CDS	2070	glgX	3.2.1.-	COG1523	Glycogen operon protein GlgX 
DHLAKHBD_02428	tRNA	71				tRNA-Gly(tcc)
DHLAKHBD_02429	CDS	1356	yagG		COG2211	Putative glycoside/cation symporter YagG
DHLAKHBD_02430	CDS	747	mlaE		COG0767	Intermembrane phospholipid transport system permease protein MlaE
DHLAKHBD_02431	CDS	1047				hypothetical protein
DHLAKHBD_02432	CDS	618	plsY	2.3.1.275	COG0344	Glycerol-3-phosphate acyltransferase
DHLAKHBD_02433	CDS	738	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
DHLAKHBD_02434	CDS	1248	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
DHLAKHBD_02435	CDS	327				hypothetical protein
DHLAKHBD_02436	CDS	822				hypothetical protein
DHLAKHBD_02437	CDS	597				hypothetical protein
DHLAKHBD_02438	CDS	1521	pepA	3.4.11.1	COG0260	putative cytosol aminopeptidase
DHLAKHBD_02439	CDS	222				hypothetical protein
DHLAKHBD_02440	CDS	213				hypothetical protein
DHLAKHBD_02441	CDS	672	msrA_2	1.8.4.11		Peptide methionine sulfoxide reductase MsrA
DHLAKHBD_02442	CDS	1179	lpxB	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
DHLAKHBD_02443	CDS	852	lpxA	2.3.1.129		Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
DHLAKHBD_02444	CDS	408	fabZ	4.2.1.59		3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
DHLAKHBD_02445	CDS	858	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
DHLAKHBD_02446	CDS	2289	bamA			Outer membrane protein assembly factor BamA
DHLAKHBD_02447	CDS	729	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
DHLAKHBD_02448	CDS	999				hypothetical protein
DHLAKHBD_02449	CDS	1311	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
DHLAKHBD_02450	CDS	2058	sasA_5	2.7.-.-		Adaptive-response sensory-kinase SasA
DHLAKHBD_02451	CDS	1500	kaiC	2.7.11.1	COG0467	Circadian clock protein kinase KaiC
DHLAKHBD_02452	CDS	360	kaiB			Circadian clock protein KaiB
DHLAKHBD_02453	CDS	390				hypothetical protein
DHLAKHBD_02454	CDS	267	rpmA		COG0211	50S ribosomal protein L27
DHLAKHBD_02455	CDS	963	truB	5.4.99.25		tRNA pseudouridine synthase B
DHLAKHBD_02456	CDS	744			COG0217	putative transcriptional regulatory protein
DHLAKHBD_02457	CDS	816	gamA	3.5.99.6	COG0363	putative glucosamine-6-phosphate deaminase 2
DHLAKHBD_02458	CDS	1419				hypothetical protein
DHLAKHBD_02459	CDS	981	rnz	3.1.26.11	COG1234	Ribonuclease Z
DHLAKHBD_02460	CDS	513	psbV			Cytochrome c-550
DHLAKHBD_02461	CDS	537				hypothetical protein
DHLAKHBD_02462	CDS	300	petF			Ferredoxin
DHLAKHBD_02463	CDS	906	rlmG	2.1.1.174		Ribosomal RNA large subunit methyltransferase G
DHLAKHBD_02464	CDS	1587	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
DHLAKHBD_02465	CDS	567				hypothetical protein
DHLAKHBD_02466	CDS	792				hypothetical protein
DHLAKHBD_02467	tRNA	73				tRNA-Val(gac)
DHLAKHBD_02468	CDS	1383	murD	6.3.2.9		UDP-N-acetylmuramoylalanine--D-glutamate ligase
DHLAKHBD_02469	CDS	120				hypothetical protein
DHLAKHBD_02470	CDS	489				hypothetical protein
DHLAKHBD_02471	CDS	303				hypothetical protein
DHLAKHBD_02472	CDS	177				hypothetical protein
DHLAKHBD_02473	CDS	924				hypothetical protein
DHLAKHBD_02474	CDS	642				hypothetical protein
DHLAKHBD_02475	CDS	477				hypothetical protein
DHLAKHBD_02476	CDS	306				hypothetical protein
DHLAKHBD_02477	CDS	378				hypothetical protein
DHLAKHBD_02478	CDS	228	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
DHLAKHBD_02479	CDS	285				hypothetical protein
DHLAKHBD_02480	CDS	1626	dnaK			Chaperone protein DnaK
DHLAKHBD_02481	CDS	552	pyrR			Bifunctional protein PyrR
DHLAKHBD_02482	CDS	1623	gpmI	5.4.2.12	COG0696	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
DHLAKHBD_02483	CDS	231				hypothetical protein
DHLAKHBD_02484	CDS	291				hypothetical protein
DHLAKHBD_02485	CDS	501				hypothetical protein
DHLAKHBD_02486	CDS	1635	groL1			60 kDa chaperonin 1
DHLAKHBD_02487	CDS	312	groS			10 kDa chaperonin
DHLAKHBD_02488	CDS	1467	atpD	7.1.2.2		ATP synthase subunit beta
DHLAKHBD_02489	CDS	402	atpC			ATP synthase epsilon chain
DHLAKHBD_02490	CDS	672	tal_2	2.2.1.2	COG0176	Transaldolase
DHLAKHBD_02491	CDS	525				hypothetical protein
DHLAKHBD_02492	CDS	747				hypothetical protein
DHLAKHBD_02493	CDS	213				hypothetical protein
DHLAKHBD_02494	CDS	165				hypothetical protein
DHLAKHBD_02495	CDS	1278	pepP	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
DHLAKHBD_02496	CDS	234				hypothetical protein
DHLAKHBD_02497	CDS	996				hypothetical protein
DHLAKHBD_02498	CDS	1326	der_2			GTPase Der
DHLAKHBD_02499	CDS	585	nadD	2.7.7.18		nicotinate-nucleotide adenylyltransferase
DHLAKHBD_02500	CDS	1695	nadE	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
DHLAKHBD_02501	CDS	1140	ald	1.4.1.1	COG0686	Alanine dehydrogenase
DHLAKHBD_02502	CDS	1065				hypothetical protein
DHLAKHBD_02503	CDS	180				hypothetical protein
DHLAKHBD_02504	CDS	951	atpG_1		COG0224	ATP synthase gamma chain
DHLAKHBD_02505	CDS	1518	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
DHLAKHBD_02506	CDS	549	atpH_1			ATP synthase subunit delta
DHLAKHBD_02507	CDS	519	atpF		COG0711	ATP synthase subunit b
DHLAKHBD_02508	CDS	456	atpG_2		COG0711	ATP synthase subunit b'
DHLAKHBD_02509	CDS	369	atpH_2			ATP synthase subunit c
DHLAKHBD_02510	CDS	726	atpB		COG0356	ATP synthase subunit a
DHLAKHBD_02511	CDS	519				hypothetical protein
DHLAKHBD_02512	CDS	1224	cmoM_2	2.1.1.-		tRNA 5-carboxymethoxyuridine methyltransferase
DHLAKHBD_02513	CDS	1248	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
DHLAKHBD_02514	CDS	669	dsbD_2	1.8.1.8		Thiol:disulfide interchange protein DsbD
DHLAKHBD_02515	CDS	1293	ccsB			Cytochrome c biogenesis protein CcsB
DHLAKHBD_02516	CDS	282				hypothetical protein
DHLAKHBD_02517	CDS	408	queF	1.7.1.13		NADPH-dependent 7-cyano-7-deazaguanine reductase
DHLAKHBD_02518	CDS	219				hypothetical protein
DHLAKHBD_02519	CDS	228				hypothetical protein
DHLAKHBD_02520	CDS	339	glnB			Nitrogen regulatory protein P-II
DHLAKHBD_02521	CDS	804	tlyA	2.1.1.226	COG1189	16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA
DHLAKHBD_02522	CDS	219				hypothetical protein
DHLAKHBD_02523	CDS	1269	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
DHLAKHBD_02524	CDS	1398	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
DHLAKHBD_02525	CDS	1356	mhbT			3-hydroxybenzoate transporter MhbT
DHLAKHBD_02526	CDS	2841	helY	3.6.4.-	COG4581	putative helicase HelY
DHLAKHBD_02527	CDS	1143	bioF	2.3.1.47		8-amino-7-oxononanoate synthase
DHLAKHBD_02528	CDS	708				hypothetical protein
DHLAKHBD_02529	CDS	774	tam_2	2.1.1.144		Trans-aconitate 2-methyltransferase
DHLAKHBD_02530	CDS	699	bioD	6.3.3.3		ATP-dependent dethiobiotin synthetase BioD
DHLAKHBD_02531	CDS	156				hypothetical protein
DHLAKHBD_02532	CDS	93				hypothetical protein
DHLAKHBD_02533	CDS	150				hypothetical protein
DHLAKHBD_02534	CDS	228				hypothetical protein
DHLAKHBD_02535	CDS	1305	bioA	2.6.1.62		Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
DHLAKHBD_02536	CDS	267				hypothetical protein
DHLAKHBD_02537	CDS	603	dnaJ_4			Chaperone protein DnaJ
DHLAKHBD_02538	CDS	744	rsmG	2.1.1.-	COG0357	Ribosomal RNA small subunit methyltransferase G
DHLAKHBD_02539	CDS	1221				hypothetical protein
DHLAKHBD_02540	CDS	381				hypothetical protein
DHLAKHBD_02541	CDS	393				hypothetical protein
DHLAKHBD_02542	CDS	213				hypothetical protein
DHLAKHBD_02543	CDS	792				hypothetical protein
DHLAKHBD_02544	CDS	252				hypothetical protein
DHLAKHBD_02545	CDS	1770	sglT			Sodium/glucose cotransporter
DHLAKHBD_02546	CDS	1071	rlmN	2.1.1.192		putative dual-specificity RNA methyltransferase RlmN
DHLAKHBD_02547	CDS	153				hypothetical protein
DHLAKHBD_02548	CDS	4125	rpoC2	2.7.7.6		DNA-directed RNA polymerase subunit beta'
DHLAKHBD_02549	CDS	1905	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
DHLAKHBD_02550	CDS	3294	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
DHLAKHBD_02551	CDS	834	dtd3	3.1.1.96		D-aminoacyl-tRNA deacylase
DHLAKHBD_02552	CDS	222				hypothetical protein
DHLAKHBD_02553	CDS	1329	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
DHLAKHBD_02554	CDS	717	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
DHLAKHBD_02555	CDS	1158	hhoA_2			Putative serine protease HhoA
DHLAKHBD_02556	CDS	111				hypothetical protein
DHLAKHBD_02557	CDS	993				hypothetical protein
DHLAKHBD_02558	CDS	1002				hypothetical protein
DHLAKHBD_02559	CDS	2361				hypothetical protein
DHLAKHBD_02560	CDS	852		1.8.3.7	COG1262	Formylglycine-generating enzyme
DHLAKHBD_02561	CDS	882				hypothetical protein
DHLAKHBD_02562	CDS	369				hypothetical protein
DHLAKHBD_02563	CDS	264				hypothetical protein
DHLAKHBD_02564	CDS	1176	chuR	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
DHLAKHBD_02565	CDS	1590				hypothetical protein
DHLAKHBD_02566	CDS	1572				hypothetical protein
DHLAKHBD_02567	CDS	474				hypothetical protein
DHLAKHBD_02568	CDS	1113	ynaI		COG0668	Low conductance mechanosensitive channel YnaI
DHLAKHBD_02569	CDS	360	rimP			Ribosome maturation factor RimP
DHLAKHBD_02570	CDS	1449	nusA_2			Transcription termination/antitermination protein NusA
DHLAKHBD_02571	CDS	279				hypothetical protein
DHLAKHBD_02572	CDS	3438	infB			Translation initiation factor IF-2
DHLAKHBD_02573	CDS	786				hypothetical protein
DHLAKHBD_02574	tRNA	75				tRNA-Thr(cgt)
DHLAKHBD_02575	CDS	174				hypothetical protein
DHLAKHBD_02576	CDS	1188				hypothetical protein
